National Provider Identifier,Last Name/Organization Name of the Provider,First Name of the Provider,Middle Initial of the Provider,Credentials of the Provider,Gender of the Provider,Entity Type of the Provider,Street Address 1 of the Provider,Street Address 2 of the Provider,City of the Provider,Zip Code of the Provider,State Code of the Provider,Country Code of the Provider,Provider Type,Medicare Participation Indicator,Place of Service,HCPCS Code,HCPCS Description,HCPCS Drug Indicator,Number of Services,Number of Medicare Beneficiaries,Number of Distinct Medicare Beneficiary/Per Day Services,Average Medicare Allowed Amount,Average Submitted Charge Amount,Average Medicare Payment Amount,Average Medicare Standardized Amount
1003855172,GAERTE,GLEN,R,O.D.,M,I,1300 E COOLEY DR,,COLTON,923243905,CA,US,Optometry,Y,O,92002,"Eye and medical examination for diagnosis and treatment, new patient",N,18,18,18,84.47,86.13666667,54.84222222,52.99222222
1003855172,GAERTE,GLEN,R,O.D.,M,I,1300 E COOLEY DR,,COLTON,923243905,CA,US,Optometry,Y,O,92012,"Eye and medical examination for diagnosis and treatment, established patient",N,61,61,61,88.8,90.61737705,60.4895082,58.53459016
1003855172,GAERTE,GLEN,R,O.D.,M,I,1300 E COOLEY DR,,COLTON,923243905,CA,US,Optometry,Y,O,92083,Measurement of field of vision during daylight conditions,N,13,12,13,67.5,68.85692308,43.01076923,41.06307692
1003855172,GAERTE,GLEN,R,O.D.,M,I,1300 E COOLEY DR,,COLTON,923243905,CA,US,Optometry,Y,O,92134,Diagnostic imaging of retina,N,11,11,11,46.03636364,47.92727273,33.59181818,32.44090909
1003855172,GAERTE,GLEN,R,O.D.,M,I,1300 E COOLEY DR,,COLTON,923243905,CA,US,Optometry,Y,O,92226,Examination of eye by ophthalmoscope with retinal drawing,N,24,12,12,25.8,27.44916667,10.115,9.825
1003855172,GAERTE,GLEN,R,O.D.,M,I,1300 E COOLEY DR,,COLTON,923243905,CA,US,Optometry,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,59,54,59,44.83,45.79966102,30.22118644,29.4279661
1003884776,CARTER,MARILYN,A,OD,F,I,510 S MAGNOLIA AVE,,EL CAJON,92020,CA,US,Optometry,Y,O,92014,"Eye and medical examination for diagnosis and treatment, established patient, 1 or more visits",N,52,52,52,88.90384615,88.90384615,55.08134615,84.41788462
1003884776,CARTER,MARILYN,A,OD,F,I,510 S MAGNOLIA AVE,,EL CAJON,92020,CA,US,Optometry,Y,O,92083,Measurement of field of vision during daylight conditions,N,55,55,55,35,35,22.45090909,46.88272727
1003886615,NOTA,DAVID,J,O.D.,M,I,224 AVENIDA DEL MAR,SUITE A,SAN CLEMENTE,926724011,CA,US,Optometry,Y,O,92285,Photography of content of eyes,N,15,11,15,24.22,44,18.99,16.28
1003886615,NOTA,DAVID,J,O.D.,M,I,224 AVENIDA DEL MAR,SUITE A,SAN CLEMENTE,926724011,CA,US,Optometry,Y,O,92083,Measurement of field of vision during daylight conditions,N,87,75,87,66.24747126,158,46.34528736,42.12022989
1003886615,NOTA,DAVID,J,O.D.,M,I,224 AVENIDA DEL MAR,SUITE A,SAN CLEMENTE,926724011,CA,US,Optometry,Y,O,92225,Examination of eye by ophthalmoscope with retinal drawing,N,60,31,31,29.91,44,23.45,21.34
1003886615,NOTA,DAVID,J,O.D.,M,I,224 AVENIDA DEL MAR,SUITE A,SAN CLEMENTE,926724011,CA,US,Optometry,Y,O,92226,Examination of eye by ophthalmoscope with retinal drawing,N,159,64,82,27.67,40.02515723,21.42704403,19.40283019
1003886615,NOTA,DAVID,J,O.D.,M,I,224 AVENIDA DEL MAR,SUITE A,SAN CLEMENTE,926724011,CA,US,Optometry,Y,O,92250,Photography of the retina,N,88,82,88,91.71,136,70.65761364,61.17659091
1003886615,NOTA,DAVID,J,O.D.,M,I,224 AVENIDA DEL MAR,SUITE A,SAN CLEMENTE,926724011,CA,US,Optometry,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,26,17,26,80.55,119,59.84692308,54.45269231
1003886615,NOTA,DAVID,J,O.D.,M,I,224 AVENIDA DEL MAR,SUITE A,SAN CLEMENTE,926724011,CA,US,Optometry,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,99,83,99,118.25,175,78.16737374,71.35020202
1003918012,MAHAPHON,TANYA,K,O.D.,F,I,2291 SOSCOL AVE,,NAPA,945583620,CA,US,Optometry,Y,O,92014,"Eye and medical examination for diagnosis and treatment, established patient, 1 or more visits",N,16,16,16,122,122,87.7875,89.859375
1003941766,JACOBSEN,CARL,H,O.D.,M,I,200 MINOR HALL,UC BERKELEY,BERKELEY,947202020,CA,US,Optometry,Y,O,76514,Ultrasound of corneal structure and measurement,N,18,18,18,15.87666667,20,11.04722222,10.48722222
1003941766,JACOBSEN,CARL,H,O.D.,M,I,200 MINOR HALL,UC BERKELEY,BERKELEY,947202020,CA,US,Optometry,Y,O,92004,"Eye and medical examination for diagnosis and treatment, new patient, 1 or more visits",N,13,13,13,101,101,65.70461539,105.9553846
1003941766,JACOBSEN,CARL,H,O.D.,M,I,200 MINOR HALL,UC BERKELEY,BERKELEY,947202020,CA,US,Optometry,Y,O,92014,"Eye and medical examination for diagnosis and treatment, established patient, 1 or more visits",N,86,86,86,101,101,64.12767442,84.64139535
1003941766,JACOBSEN,CARL,H,O.D.,M,I,200 MINOR HALL,UC BERKELEY,BERKELEY,947202020,CA,US,Optometry,Y,O,92020,Examination of cornea and iris using lens device and slit lamp,N,20,20,20,25,25,19.21,21.05
1003941766,JACOBSEN,CARL,H,O.D.,M,I,200 MINOR HALL,UC BERKELEY,BERKELEY,947202020,CA,US,Optometry,Y,O,92083,Measurement of field of vision during daylight conditions,N,141,114,141,73.88957447,114,51.16787234,45.50652482
1003941766,JACOBSEN,CARL,H,O.D.,M,I,200 MINOR HALL,UC BERKELEY,BERKELEY,947202020,CA,US,Optometry,Y,O,92133,Diagnostic imaging of optic nerve of eye,N,53,52,53,48.87056604,113.6981132,33.69471698,30.99056604
1003941766,JACOBSEN,CARL,H,O.D.,M,I,200 MINOR HALL,UC BERKELEY,BERKELEY,947202020,CA,US,Optometry,Y,O,92134,Diagnostic imaging of retina,N,41,36,41,50.58073171,114,36.04512195,32.85146342
1003941766,JACOBSEN,CARL,H,O.D.,M,I,200 MINOR HALL,UC BERKELEY,BERKELEY,947202020,CA,US,Optometry,Y,O,92250,Photography of the retina,N,50,50,50,91.1676,116.04,64.9644,57.8708
1003941766,JACOBSEN,CARL,H,O.D.,M,I,200 MINOR HALL,UC BERKELEY,BERKELEY,947202020,CA,US,Optometry,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,155,121,155,48.47,75,34.53148387,31.70380645
1003941766,JACOBSEN,CARL,H,O.D.,M,I,200 MINOR HALL,UC BERKELEY,BERKELEY,947202020,CA,US,Optometry,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,303,188,303,80.25,90,56.1359736,52.34712871
1003942798,HAIR,CHRISTOPHER,,O.D.,M,I,5849 KANAN RD,,AGOURA HILLS,913011651,CA,US,Optometry,Y,O,92012,"Eye and medical examination for diagnosis and treatment, established patient",N,19,18,19,91.87,95,72.03,67.38
1003942798,HAIR,CHRISTOPHER,,O.D.,M,I,5849 KANAN RD,,AGOURA HILLS,913011651,CA,US,Optometry,Y,O,92014,"Eye and medical examination for diagnosis and treatment, established patient, 1 or more visits",N,53,52,53,132.6920755,138.7358491,104.0241509,97.69
1003942798,HAIR,CHRISTOPHER,,O.D.,M,I,5849 KANAN RD,,AGOURA HILLS,913011651,CA,US,Optometry,Y,O,92250,Photography of the retina,N,23,21,23,86.73,90,67.99,62.31
1003944968,BENDE,LORI,J,O.D.,F,I,4009 GOVERNOR DR,,SAN DIEGO,921222522,CA,US,Optometry,Y,O,92004,"Eye and medical examination for diagnosis and treatment, new patient, 1 or more visits",N,13,13,13,124,124,77.17538462,97.68230769
1003944968,BENDE,LORI,J,O.D.,F,I,4009 GOVERNOR DR,,SAN DIEGO,921222522,CA,US,Optometry,Y,O,92014,"Eye and medical examination for diagnosis and treatment, established patient, 1 or more visits",N,35,35,35,124,124,80.55371429,81.04428571
1003969254,CHIN,DANIEL,,DOCTOR OF OPTOMETRY,M,I,1409 (HALF) PARK STREET,,ALAMEDA,94501,CA,US,Optometry,Y,O,92014,"Eye and medical examination for diagnosis and treatment, established patient, 1 or more visits",N,18,18,18,83.33333333,83.33333333,27.66722222,63.57722222
1003969254,CHIN,DANIEL,,DOCTOR OF OPTOMETRY,M,I,1409 (HALF) PARK STREET,,ALAMEDA,94501,CA,US,Optometry,Y,O,99203,"New patient office or other outpatient visit, typically 30 minutes",N,13,13,13,85,85,66.64,85.33
1003969254,CHIN,DANIEL,,DOCTOR OF OPTOMETRY,M,I,1409 (HALF) PARK STREET,,ALAMEDA,94501,CA,US,Optometry,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,40,40,40,76.23,85,52.29,50.3475
1003969650,YIM,TERESA,A,O.D.,F,I,1800 4TH ST,,LIVERMORE,945504454,CA,US,Optometry,Y,O,92250,Photography of the retina,N,34,34,34,87.99,108,64.08941177,57.61558824
1003969650,YIM,TERESA,A,O.D.,F,I,1800 4TH ST,,LIVERMORE,945504454,CA,US,Optometry,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,14,13,14,76.23,94,59.76,57.54
1003969650,YIM,TERESA,A,O.D.,F,I,1800 4TH ST,,LIVERMORE,945504454,CA,US,Optometry,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,30,30,30,111.94,140,66.15066667,63.85833333
1013001767,YU,JAE,S,O.D.,M,I,1261 CABRILLO AVE,SUITE 200,TORRANCE,905012868,CA,US,Optometry,Y,O,92012,"Eye and medical examination for diagnosis and treatment, established patient",N,11,11,11,92.04,123.5454546,66.35454546,68.91
1013001767,YU,JAE,S,O.D.,M,I,1261 CABRILLO AVE,SUITE 200,TORRANCE,905012868,CA,US,Optometry,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,23,20,23,110.023913,124.5652174,74.62391304,73.72173913
1013072396,WAKABAYASHI,DAVID,T,O.D.,M,I,4200 TRABUCO RD STE 170,,IRVINE,926203659,CA,US,Optometry,Y,O,92014,"Eye and medical examination for diagnosis and treatment, established patient, 1 or more visits",N,16,15,16,135.0375,196.875,92.533125,85.47875
1013096122,WHITTED,WILLIAM,D,O.D.,M,I,1036 W ROBINHOOD DR,SUITE 105,STOCKTON,952075623,CA,US,Optometry,Y,O,92004,"Eye and medical examination for diagnosis and treatment, new patient, 1 or more visits",N,17,17,17,125,125,91.63411765,111.2582353
1013096122,WHITTED,WILLIAM,D,O.D.,M,I,1036 W ROBINHOOD DR,SUITE 105,STOCKTON,952075623,CA,US,Optometry,Y,O,92014,"Eye and medical examination for diagnosis and treatment, established patient, 1 or more visits",N,52,50,52,124.8076923,124.8076923,77.63326923,77.50980769
1013096122,WHITTED,WILLIAM,D,O.D.,M,I,1036 W ROBINHOOD DR,SUITE 105,STOCKTON,952075623,CA,US,Optometry,Y,O,92020,Examination of cornea and iris using lens device and slit lamp,N,29,28,29,27.08,65,20.5162069,20.33655172
1013096122,WHITTED,WILLIAM,D,O.D.,M,I,1036 W ROBINHOOD DR,SUITE 105,STOCKTON,952075623,CA,US,Optometry,Y,O,92083,Measurement of field of vision during daylight conditions,N,68,42,68,66.15,104.5588235,46.93514706,45.97779412
1013096122,WHITTED,WILLIAM,D,O.D.,M,I,1036 W ROBINHOOD DR,SUITE 105,STOCKTON,952075623,CA,US,Optometry,Y,O,92133,Diagnostic imaging of optic nerve of eye,N,50,34,50,42.0648,244,32.1478,32.722
1013096122,WHITTED,WILLIAM,D,O.D.,M,I,1036 W ROBINHOOD DR,SUITE 105,STOCKTON,952075623,CA,US,Optometry,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,169,65,169,73.45,99.88165681,52.34284024,52.30591716
1013117068,SIMON,BRETT,E,O.D.,M,I,29 W ANAPAMU ST,,SANTA BARBARA,931013149,CA,US,Optometry,Y,O,92004,"Eye and medical examination for diagnosis and treatment, new patient, 1 or more visits",N,73,73,73,157.37,332,103.4161644,100.0468493
1013117068,SIMON,BRETT,E,O.D.,M,I,29 W ANAPAMU ST,,SANTA BARBARA,931013149,CA,US,Optometry,Y,O,92012,"Eye and medical examination for diagnosis and treatment, established patient",N,20,20,20,90.61,191,69.2165,65.5565
1013117068,SIMON,BRETT,E,O.D.,M,I,29 W ANAPAMU ST,,SANTA BARBARA,931013149,CA,US,Optometry,Y,O,92014,"Eye and medical examination for diagnosis and treatment, established patient, 1 or more visits",N,147,147,147,131.18,277,82.3177551,78.56108844
1013117068,SIMON,BRETT,E,O.D.,M,I,29 W ANAPAMU ST,,SANTA BARBARA,931013149,CA,US,Optometry,Y,O,92083,Measurement of field of vision during daylight conditions,N,30,24,30,66.05866667,185.9333333,46.388,43.65333333
1013117068,SIMON,BRETT,E,O.D.,M,I,29 W ANAPAMU ST,,SANTA BARBARA,931013149,CA,US,Optometry,Y,O,92133,Diagnostic imaging of optic nerve of eye,N,42,40,42,45.29714286,104,29.46071429,28.46547619
1013117068,SIMON,BRETT,E,O.D.,M,I,29 W ANAPAMU ST,,SANTA BARBARA,931013149,CA,US,Optometry,Y,O,92134,Diagnostic imaging of retina,N,37,36,37,47.12216216,102.1351351,26.09486487,24.65351351
1013117068,SIMON,BRETT,E,O.D.,M,I,29 W ANAPAMU ST,,SANTA BARBARA,931013149,CA,US,Optometry,Y,O,92250,Photography of the retina,N,27,24,27,84.9,177,61.62962963,57.69444444
1013117068,SIMON,BRETT,E,O.D.,M,I,29 W ANAPAMU ST,,SANTA BARBARA,931013149,CA,US,Optometry,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,44,44,44,45.74,96,34.23,32.68363636
1013117068,SIMON,BRETT,E,O.D.,M,I,29 W ANAPAMU ST,,SANTA BARBARA,931013149,CA,US,Optometry,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,160,129,160,76.48,160,54.3885625,52.1353125
1013117068,SIMON,BRETT,E,O.D.,M,I,29 W ANAPAMU ST,,SANTA BARBARA,931013149,CA,US,Optometry,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,18,18,18,112.57,235,77.885,74.79166667
1013196302,LU,CHRISTINA,N,O.D.,F,I,4418 VINELAND AVE,SUITE 106,NORTH HOLLYWOOD,916023457,CA,US,Optometry,Y,O,92012,"Eye and medical examination for diagnosis and treatment, established patient",N,67,61,67,93.74,100,65.07447761,59.44149254
1013196302,LU,CHRISTINA,N,O.D.,F,I,4418 VINELAND AVE,SUITE 106,NORTH HOLLYWOOD,916023457,CA,US,Optometry,Y,O,92014,"Eye and medical examination for diagnosis and treatment, established patient, 1 or more visits",N,17,17,17,135.55,140,84.31117647,77.24529412
1013205228,NGO,CHRISTOPHER,,O.D.,M,I,1080 S WHITE RD,A,SAN JOSE,951273821,CA,US,Optometry,Y,O,92004,"Eye and medical examination for diagnosis and treatment, new patient, 1 or more visits",N,13,13,13,179.04,185,140.3630769,117.3330769
1013205228,NGO,CHRISTOPHER,,O.D.,M,I,1080 S WHITE RD,A,SAN JOSE,951273821,CA,US,Optometry,Y,O,92014,"Eye and medical examination for diagnosis and treatment, established patient, 1 or more visits",N,13,13,13,149.6530769,165,112.4953846,92.85230769
1013211523,TRAN,KARI,,O.D,F,I,2380 MONTPELIER DR,STE 300,SAN JOSE,951161620,CA,US,Optometry,Y,O,67820,Removal of eyelashes by forceps,N,31,30,31,67.93709677,117.7419355,53.26645161,46.59870968
1013211523,TRAN,KARI,,O.D,F,I,2380 MONTPELIER DR,STE 300,SAN JOSE,951161620,CA,US,Optometry,Y,O,92012,"Eye and medical examination for diagnosis and treatment, established patient",N,254,227,254,101.68,155.3346457,79.71,67.37
1013211523,TRAN,KARI,,O.D,F,I,2380 MONTPELIER DR,STE 300,SAN JOSE,951161620,CA,US,Optometry,Y,O,92014,"Eye and medical examination for diagnosis and treatment, established patient, 1 or more visits",N,91,91,91,146.63,225.0549451,114.95,97.69
1013211523,TRAN,KARI,,O.D,F,I,2380 MONTPELIER DR,STE 300,SAN JOSE,951161620,CA,US,Optometry,Y,O,92020,Examination of cornea and iris using lens device and slit lamp,N,97,96,97,31.12,50,24.4,21.05
1013211523,TRAN,KARI,,O.D,F,I,2380 MONTPELIER DR,STE 300,SAN JOSE,951161620,CA,US,Optometry,Y,O,92083,Measurement of field of vision during daylight conditions,N,100,100,100,78.6462,170,61.6565,50.7527
1013211523,TRAN,KARI,,O.D,F,I,2380 MONTPELIER DR,STE 300,SAN JOSE,951161620,CA,US,Optometry,Y,O,92133,Diagnostic imaging of optic nerve of eye,N,45,45,45,51.88444444,100,40.67333333,34.64133333
1013211523,TRAN,KARI,,O.D,F,I,2380 MONTPELIER DR,STE 300,SAN JOSE,951161620,CA,US,Optometry,Y,O,92134,Diagnostic imaging of retina,N,44,44,44,53.34909091,100,41.82181818,35.40545455
1013243807,SCHRUPP,LAURA,E,O.D.,F,I,3 DE SOTO CT,,ORINDA,945631930,CA,US,Optometry,Y,O,92012,"Eye and medical examination for diagnosis and treatment, established patient",N,99,83,99,100.57,120,77.99666667,66.64242424
1013243807,SCHRUPP,LAURA,E,O.D.,F,I,3 DE SOTO CT,,ORINDA,945631930,CA,US,Optometry,Y,O,92014,"Eye and medical examination for diagnosis and treatment, established patient, 1 or more visits",N,18,17,18,145.15,150,113.8,97.69
1013243807,SCHRUPP,LAURA,E,O.D.,F,I,3 DE SOTO CT,,ORINDA,945631930,CA,US,Optometry,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,12,12,12,83.56,130,60.05083333,52.745
